stock_code,company_name,industry,address,market_type,market_cap_recent
A024850,HLB이노베이션,N45301.반도체 및 반도체장비,(18623) 경기 화성시 향남읍 발안공단로4길 16,코스닥,257274279360
A024880,케이피에프,N15104.금속과 채광,"(13466) 경기 성남시 분당구 운중로 136 (운중동,판교송현타워)",코스닥,110239313340
A024890,대원화성,N15101.화학,"(06103) 서울시 강남구 봉은사로 327, 12층 (논현동,궁도빌딩)",코스피,31968092800
A024900,디와이덕양,N25101.자동차 부품,(44247) 울산시 북구 효암로 354-5,코스피,73434029900
A024910,경창산업,N25101.자동차 부품,(42719) 대구시 달서구 성서로35길 6,코스닥,53621050485
A024940,PN풍년,N25501.판매업체,(15613) 경기 안산시 단원구 별망로 620,코스닥,53100000000
A024950,삼천리자전거,N25202.레저용 제품,(06158) 서울시 강남구 테헤란로 445,코스닥,57607324180
A025000,KPX케미칼,N15101.화학,(04143) 서울시 마포구 마포대로 137,코스피,245872000000
A025320,시노펙스,N15103.용기와 포장지,(37516) 경북 포항시 북구 청하면 동해대로2315번길 54-4,코스닥,523769269620
A025440,DH오토웨어,N25101.자동차 부품,(62405) 광주시 광산구 빛그린동로 190,코스닥,37659104928
A025530,SJM홀딩스,N25501.판매업체,(15599) 경기 안산시 단원구 별망로459번길 20,코스피,57271920680
A025540,한국단자,N20104.전기장비,(21999) 인천시 연수구 갯벌로 38,코스피,620049500000
A025550,한국선재,N15104.금속과 채광,(49470) 부산시 사하구 하신번영로 27,코스닥,90702284220
A025560,미래산업,N45301.반도체 및 반도체장비,(31093) 충남 천안시 서북구 백석공단7로 65,코스피,57019358880
A025620,제이준코스메틱,N15101.화학,"(04384) 서울시 용산구 서빙고로51길 52, 4층",코스피,114473250000
A025750,한솔홈데코,N20102.건축 제품,"(07071) 서울시 동작구 보라매로5길 15, 27층 (신대방동,전문건설회관)",코스피,51883955956
A025770,한국정보통신,N20201.상업서비스와 공급품,"(04513) 서울시 중구 세종대로 39, 7층",코스닥,299928610710
A025820,이구산업,N15104.금속과 채광,"(17958) 경기 평택시 포승읍 포승공단로 42, 이구산업(주)",코스피,163196960000
A025860,남해화학,N15101.화학,(06173) 서울시 강남구 테헤란로113길 15,코스피,322912479500
A025870,신라에스지,N30200.음식료 및 담배,"(05203) 서울시 강동구 고덕비즈밸리로6길 30, 15층",코스닥,21480000000
A025880,케이씨피드,N30202.식품,(38874) 경북 영천시 금호읍 금호로 320,코스닥,44380602990
A025890,한국주강,N15104.금속과 채광,(52059) 경남 함안군 법수면 장백로 585,코스피,20367975459
A025900,동화기업,N15105.종이와 임산물,(22835) 인천시 서구 가정로97번길 28,코스닥,492933528750
A025950,동신건설,N20103.건설 및 엔지니어링,(36703) 경북 안동시 서동문로 217,코스닥,123060000000
A025980,아난티,"N25301.호텔, 레스토랑, 레저",(27821) 충북 진천군 백곡면 배티로 818-105,코스닥,647744826240
A026040,제이에스티나,"N25203.섬유, 의류, 사치품",(05717) 서울시 송파구 양재대로62길 53,코스닥,44807789850
A026150,특수건설,N20103.건설 및 엔지니어링,(06733) 서울시 서초구 서운로 7,코스닥,95627503950
A026890,스틱인베스트먼트,N40202.소비자 금융,(06194) 서울시 강남구 테헤란로78길 12,코스피,441371873250
A026910,광진실업,N15104.금속과 채광,(46031) 부산시 기장군 장안읍 오리산단로 106,코스닥,16109593575
A026940,부국철강,N15104.금속과 채광,(62213) 광주시 광산구 하남산단9번로 90,코스피,42200000000
A026960,동서,N25501.판매업체,(04157) 서울시 마포구 독막로 324,코스피,2761690000000
A027040,서울전자통신,N25501.판매업체,(21315) 인천시 부평구 새벌로 4,코스닥,12943525542
A027050,코리아나,N30302.개인용품,(31041) 충남 천안시 서북구 성거읍 삼곡2길 6,코스닥,92200000000
A027360,아주IB투자,N40200.다각화된 금융,"(06141) 서울시 강남구 테헤란로 201, 3,4, 5층",코스닥,242290812000
A027410,BGF,N40000.금융,(06162) 서울시 강남구 테헤란로 405,코스피,385738667730
A027580,상보,N15101.화학,(10016) 경기 김포시 통진읍 대서명로 50,코스닥,47877654711
A027710,팜스토리,N30202.식품,"(06253) 서울시 강남구 강남대로 310, 3층",코스닥,130914505000
A027740,마니커,N30202.식품,(16914) 경기 용인시 기흥구 구성로 278,코스피,50364403804
A027830,대성창투,N40201.다각화된 금융 서비스,"(06247) 서울시 강남구 역삼로 165, 4층 (역삼동,해성빌딩)",코스닥,83106000000
A027970,한국제지,N15105.종이와 임산물,(45010) 울산시 울주군 온산읍 원산로 40,코스피,148909559571
A028050,삼성E&A,N20103.건설 및 엔지니어링,(05288) 서울시 강동구 상일로6길 26,코스피,5105800000000
A028080,휴맥스홀딩스,"N45202.기술하드웨어, 스토리지 & 주변기기",(17040) 경기 용인시 처인구 영문로 2,코스닥,20149164612
A028100,동아지질,N20103.건설 및 엔지니어링,(46235) 부산시 금정구 금샘로 347,코스피,208742336180
A028260,삼성물산,N20105.복합기업,(05288) 서울시 강동구 상일로6길 26,코스피,37309851408000
A028300,HLB,"N35200.제약, 생명공학 및 생명과학",(30068) 세종시 연동면 명학산단서로 10-5,코스닥,6512555634000
A028670,팬오션,N20303.해운회사,"(03157) 서울시 종로구 종로5길 7, 10층 - 14층 (청진동,타워8)",코스피,1991271432200
A029460,케이씨,N45301.반도체 및 반도체장비,(17599) 경기 안성시 미양면 제2공단3길 30,코스피,331443138150
A029480,광무,N45102.IT서비스,"(06177) 서울시 강남구 영동대로 312, 7층",코스닥,134271592860
A029530,신도리코,N45204.사무용 전자제품,(04797) 서울시 성동구 성수이로24길 3,코스피,454609307900
A029780,삼성카드,N40202.소비자 금융,(04514) 서울시 중구 세종대로 67,코스피,6128935333900
A030000,제일기획,N25401.미디어,(04404) 서울시 용산구 이태원로 222,코스피,2530906950000
A030190,NICE평가정보,N20201.상업서비스와 공급품,(07237) 서울시 영등포구 은행로 17,코스피,959841345090
A030200,KT,N50101.다양한 전기통신 서비스,(13606) 경기 성남시 분당구 불정로 90,코스피,12626286418500
A030210,다올투자증권,N40203.캐피탈 시장,(07328) 서울시 영등포구 여의나루로 60,코스피,218061759480
A030350,드래곤플라이,N45103.소프트웨어,(06632) 서울시 서초구 서초중앙로22길 80,코스닥,13503093562
A030520,한글과컴퓨터,N45103.소프트웨어,"(13493) 경기 성남시 분당구 대왕판교로644번길 49, 10층",코스닥,585149804800
A030530,원익홀딩스,N20106.기계,(17716) 경기 평택시 진위면 마산12로 21,코스닥,2309415631900
A030610,교보증권,N40203.캐피탈 시장,(07327) 서울시 영등포구 의사당대로 97,코스피,1086067018330
A030720,동원수산,N30202.식품,"(04072) 서울시 마포구 독막로8길 38, 4층 (합정동,동하빌딩)",코스피,28853591000
A030960,양지사,N30301.가정용품,(10047) 경기 김포시 양촌읍 황금1로 131,코스닥,143979800000
A031210,서울보증보험,N40300.보험,(03128) 서울시 종로구 김상옥로 29,코스피,3700544694000
A031310,아이즈비전,N50101.다양한 전기통신 서비스,"(06044) 서울시 강남구 강남대로 556, 17층 (논현동,이투데이빌딩)",코스닥,36817995071
A031330,에스에이엠티,N45301.반도체 및 반도체장비,(06188) 서울시 강남구 영동대로 315,코스닥,389480785965
A031430,신세계인터내셔날,N25500.소매,(06015) 서울시 강남구 도산대로 449,코스피,365446620000
A031440,신세계푸드,"N25301.호텔, 레스토랑, 레저","(04782) 서울시 성동구 성수일로 56, 4-7층 (성수동2가,백영 성수빌딩)",코스피,163999528000
A031510,오스템,N25101.자동차 부품,(31252) 충남 천안시 동남구 수신면 수신로 739,코스닥,28168000000
A031820,아이티센씨티에스,N45102.IT서비스,"(13824) 경기 과천시 과천대로12길 117, J동 801호,802호,901호 (갈현동,과천펜타원)",코스피,68394078290
A031860,디에이치엑스컴퍼니,N45201.통신장비,"(06173) 서울시 강남구 영동대로96길 20, 7층",코스닥,13385620820
A031980,피에스케이홀딩스,N45301.반도체 및 반도체장비,(18449) 경기 화성시 삼성1로4길 48,코스닥,1041463678500
A032080,아즈텍WB,"N25203.섬유, 의류, 사치품",(49432) 부산시 사하구 하신번영로 99,코스닥,26498438757
A032190,다우데이타,N45103.소프트웨어,"(04156) 서울시 마포구 독막로 311, 3층, 5층 (염리동,재화스퀘어)",코스닥,675229000000
A032280,삼일,N20304.도로 및 선로,(37876) 경북 포항시 남구 대송면 송덕로 125-15,코스닥,22553103690
A032300,한국파마,N35202.제약,(18622) 경기 화성시 향남읍 제약공단3길 87,코스닥,151057808850
A032350,롯데관광개발,"N25301.호텔, 레스토랑, 레저",(63082) 제주도 제주시 노연로 12,코스피,1454777162360
A032500,케이엠더블유,N45201.통신장비,(18462) 경기 화성시 동탄대로25길 21,코스닥,613576635000
A032540,TJ미디어,N25202.레저용 제품,"(03922) 서울시 마포구 월드컵북로 434, 8층 (상암동,상암아이티타워)",코스닥,75787952960
A032560,황금에스티,N15104.금속과 채광,"(15657) 경기 안산시 단원구 엠티브이1로 25, (주)황금에스티",코스피,102000000000
A032580,피델릭스,N45301.반도체 및 반도체장비,"(13595) 경기 성남시 분당구 백현로 93, 6층 (수내동,후너스빌딩)",코스닥,38002477408
A032620,유비케어,N45103.소프트웨어,"(04765) 서울시 성동구 왕십리로 241, 엘에프층 (행당동,서울숲더샵)",코스닥,213225312815
A032640,LG유플러스,N50102.무선 전기통신 서비스,(04389) 서울시 용산구 한강대로 32,코스피,6688129203800
A032680,소프트센,N45100.소프트웨어 및 IT서비스,"(06710) 서울시 서초구 반포대로 13, 1층 (서초동,아이티센빌딩)",코스닥,28403915516
A032750,삼진,"N45203.전자장비와 기기, 부품",(14087) 경기 안양시 만안구 안양천서로 81,코스닥,33505462620
A032790,엠젠솔루션,N25501.판매업체,"(08378) 서울시 구로구 디지털로34길 55, 1117호 (구로동,코오롱싸이언스밸리2차)",코스닥,49083973680
A032800,판타지오,"N25301.호텔, 레스토랑, 레저","(06084) 서울시 강남구 삼성로 648, 2층",코스닥,23897670160
A032820,우리기술,N20106.기계,"(03923) 서울시 마포구 월드컵북로56길 9, 4층 (상암동,우리기술빌딩)",코스닥,667424751390
A032830,삼성생명,N40301.보험,(06620) 서울시 서초구 서초대로74길 11,코스피,30720000000000
A032850,비트컴퓨터,N45103.소프트웨어,(06621) 서울시 서초구 서초대로74길 33,코스닥,79958039330
A032860,더라미,N15101.화학,(12448) 경기 가평군 상면 수목원로386번길 75,코스닥,58048855131
A032940,원익,N35101.헬스케어 장비와 용품,(13486) 경기 성남시 분당구 판교로255번길 20,코스닥,142089126300
A032960,동일기연,"N45203.전자장비와 기기, 부품",(18255) 경기 화성시 남양읍 남양로930번길 28,코스닥,52882759800
A032980,바이온,N30200.음식료 및 담배,(15424) 경기 안산시 단원구 별망로 285,코스닥,13522952980
A033050,제이엠아이,"N45202.기술하드웨어, 스토리지 & 주변기기",(18487) 경기 화성시 동탄산단8길 15-20,코스닥,25574783470
A033100,제룡전기,N15104.금속과 채광,(04969) 서울시 광진구 아차산로 628,코스닥,583868567150
A033130,디지틀조선,N25401.미디어,(04519) 서울시 중구 세종대로21길 52,코스닥,54114059286
A033160,엠케이전자,N45301.반도체 및 반도체장비,(17030) 경기 용인시 처인구 포곡읍 금어로 405,코스닥,198506451060
A033170,시그네틱스,N45301.반도체 및 반도체장비,(10861) 경기 파주시 탄현면 평화로 711,코스닥,66525175544
A033180,KH 필룩스,N20104.전기장비,(11414) 경기 양주시 광적면 광적로 235-48,코스피,138166306200
A033200,모아텍,"N45203.전자장비와 기기, 부품",(21579) 인천시 남동구 인주대로 698,코스닥,42133683900
A033230,인성정보,N45103.소프트웨어,"(06152) 서울시 강남구 테헤란로 301, 9층 (역삼동,삼정빌딩)",코스닥,99212206320
A033240,자화전자,"N45203.전자장비와 기기, 부품",(28139) 충북 청주시 청원구 북이면 충청대로 1217,코스피,432739490040
A033250,체시스,N25101.자동차 부품,(38488) 경북 경산시 진량읍 일연로 528,코스피,33184000000
A033270,유나이티드제약,N35202.제약,(30011) 세종시 전동면 노장공단길 25-23,코스피,321776293400
A033290,코웰패션,N25200.내구소비재 및 의류,(54334) 전북 김제시 용지면 백자3길 37,코스닥,116805106080
A033310,엠투엔,N15104.금속과 채광,"(04525) 서울시 중구 소공로 109, 13층 (소공동,한화빌딩)",코스닥,74834838505
A033320,제이씨현시스템,"N45202.기술하드웨어, 스토리지 & 주변기기",(04370) 서울시 용산구 새창로45길 74,코스닥,85632655360
A033340,좋은사람들,"N25203.섬유, 의류, 사치품","(04177) 서울시 마포구 마포대로4다길 41, 9층 (마포동,마포타워빌딩)",코스닥,136312484548
A033500,동성화인텍,N15101.화학,(49421) 부산시 사하구 신산로 99,코스닥,952166434500
A033530,SJG세종,N25101.자동차 부품,(44252) 울산시 북구 효자로 82,코스피,228688299420
A033540,파라텍,N20106.기계,(32010) 충남 서산시 수석산업로 51,코스닥,42809705442
A033560,블루콤,"N45203.전자장비와 기기, 부품",(22767) 인천시 서구 첨단기술로 33,코스닥,49504500000
A033640,네패스,N45301.반도체 및 반도체장비,(27651) 충북 음성군 삼성면 금일로965번길 105,코스닥,389008737740
A033780,KT&G,N30203.담배,(34337) 대전시 대덕구 벚꽃길 71,코스피,17105841710400
A033790,피노,N45201.통신장비,(14055) 경기 안양시 동안구 부림로170번길 41-13,코스닥,269427791160
A033830,티비씨,N25401.미디어,(42175) 대구시 수성구 동대구로 23,코스닥,63800000000
A033920,무학,N30201.음료,(51341) 경남 창원시 마산회원구 봉암공단2길 6,코스피,250800000000
A034020,두산에너빌리티,N20106.기계,(51711) 경남 창원시 성산구 두산볼보로 22,코스피,50219993846400
A034120,SBS,N25401.미디어,(07996) 서울시 양천구 목동서로 161,코스피,381227940900
A034220,LG디스플레이,"N45203.전자장비와 기기, 부품",(07336) 서울시 영등포구 여의대로 128,코스피,6595000000000
A034230,파라다이스,"N25301.호텔, 레스토랑, 레저",(04560) 서울시 중구 퇴계로 299,코스피,1377766884690
A034310,NICE,N40201.다각화된 금융 서비스,"(07237) 서울시 영등포구 은행로 17, NICE 그룹 1사옥",코스피,526481307560
A034590,인천도시가스,N55102.가스 유틸리티,(22846) 인천시 서구 백범로934번길 23,코스피,116368456400
A034730,SK,N40201.다각화된 금융 서비스,(03188) 서울시 종로구 종로 26,코스피,18705697374000
A034810,해성산업,N40201.다각화된 금융 서비스,(06178) 서울시 강남구 테헤란로 504,코스닥,244176427500
A034830,한국토지신탁,N40401.부동산,(06132) 서울시 강남구 테헤란로 137,코스피,348435137400
A034940,조아제약,N35202.제약,"(07299) 서울시 영등포구 당산로2길 12, 1층 101호",코스닥,32528818350
A034950,한국기업평가,N20201.상업서비스와 공급품,(07327) 서울시 영등포구 의사당대로 97,코스닥,451327091600
A035000,HS애드,N20105.복합기업,(04143) 서울시 마포구 마포대로 155,코스피,147615614190
A035080,그래디언트,N25503.복합소매,"(06158) 서울시 강남구 삼성로 511 (삼성동,아이콘삼성)",코스닥,164392707960
A035150,백산,N15101.화학,(15086) 경기 시흥시 공단1대로27번길 47,코스피,271113044400
A035200,프럼파스트,N20102.건축 제품,(30067) 세종시 연동면 명학2길 30,코스닥,33521882550
A035250,강원랜드,"N25301.호텔, 레스토랑, 레저",(26154) 강원 정선군 사북읍 하이원길 265,코스피,3699031245000
A035290,골드앤에스,N25302.다각화된 소비자 서비스,"(07251) 서울시 영등포구 영신로 166, 7층 712호, 719호-721호 (영등포동6가,영등포 반도아이비밸리)",코스닥,18117062400
A035420,NAVER,N45101.인터넷소프트웨어 및 서비스,(13561) 경기 성남시 분당구 정자일로 95,코스피,39762143733000
A035460,기산텔레콤,N45201.통신장비,"(05548) 서울시 송파구 오금로 111 (방이동,세기빌딩)",코스닥,26355830720
A035510,신세계 I&C,N45100.소프트웨어 및 IT서비스,"(06142) 서울시 강남구 테헤란로 231, 이스트 24층 (역삼동,센터필드)",코스피,230684850000
A035600,KG이니시스,N45101.인터넷소프트웨어 및 서비스,"(04517) 서울시 중구 통일로 92, 14층, 15층",코스닥,294005810780
A035610,솔본,N25302.다각화된 소비자 서비스,(06073) 서울시 강남구 학동로95길 51,코스닥,109930907940
A035620,바른손이앤에이,N25401.미디어,"(04417) 서울시 용산구 한남대로 130, 3층",코스닥,30818025450
A035720,카카오,N45101.인터넷소프트웨어 및 서비스,(63309) 제주도 제주시 첨단로 242,코스피,27162387301200
A035760,CJ ENM,N25502.인터넷과 카탈로그 소매,(06761) 서울시 서초구 과천대로 870-13,코스닥,1429780840800
A035810,이지홀딩스,N30202.식품,"(06253) 서울시 강남구 강남대로 310 (역삼동,유니온센타빌딩)",코스닥,274193786250
A035890,서희건설,N20103.건설 및 엔지니어링,"(12913) 경기 하남시 미사강변중앙로 210, 3층 304호 (망월동,메디피아타워)",코스닥,372979125711
A035900,JYP Ent.,N25302.다각화된 소비자 서비스,(05407) 서울시 강동구 강동대로 205,코스닥,2469508194000
A036000,예림당,N25401.미디어,(04798) 서울시 성동구 아차산로 153,코스닥,72097287010
A036010,아비코전자,"N45203.전자장비와 기기, 부품",(13403) 경기 성남시 중원구 둔촌대로388번길 31,코스닥,94778619420
A036030,케이티알파,N25300.소비자서비스,(07071) 서울시 동작구 보라매로5길 23,코스닥,277939334610
A036090,위지트,"N45203.전자장비와 기기, 부품",(21634) 인천시 남동구 남동서로 187,코스닥,78730868860
A036120,서울평가정보,N20201.상업서비스와 공급품,(07238) 서울시 영등포구 국회대로70길 23,코스닥,74017500000
A036170,에이치엠넥스,N45301.반도체 및 반도체장비,(16679) 경기 수원시 영통구 신원로 170,코스닥,55044966522
A036180,지더블유바이텍,N45201.통신장비,"(08513) 서울시 금천구 벚꽃로 244, 11층 1101호",코스닥,53929030348
A036190,금화피에스시,N20103.건설 및 엔지니어링,(06131) 서울시 강남구 테헤란로25길 15-4,코스닥,187500000000
A036200,유니셈,N45301.반도체 및 반도체장비,(18510) 경기 화성시 장지남길 10-7,코스닥,295296467490
A036220,오상헬스케어,N35101.헬스케어 장비와 용품,(14040) 경기 안양시 동안구 안양천동로 132,코스닥,200375034960
A036420,콘텐트리중앙,N25401.미디어,(06040) 서울시 강남구 도산대로 156,코스피,182799302920
A036460,한국가스공사,N55102.가스 유틸리티,(41062) 대구시 동구 첨단로 120,코스피,3812526900000
A036480,대성미생물,N35201.생물공학,(16103) 경기 의왕시 덕영대로 103,코스닥,27512000000
A036530,SNT홀딩스,N40201.다각화된 금융 서비스,"(06234) 서울시 강남구 테헤란로 124, 11층",코스피,984754714400
A036540,SFA반도체,N45301.반도체 및 반도체장비,(31094) 충남 천안시 서북구 백석공단7로 16,코스닥,700600890780
A036560,KZ정밀,N20106.기계,(06160) 서울시 강남구 테헤란로 419,코스닥,228690000000
A036570,엔씨소프트,N45103.소프트웨어,(06169) 서울시 강남구 테헤란로 509,코스피,4987441093000
A036580,팜스코,N30202.식품,(17599) 경기 안성시 미양면 제2공단4길 33,코스피,91819857500
A036620,감성코퍼레이션,N45101.인터넷소프트웨어 및 서비스,"(06588) 서울시 서초구 방배로 162, 4층",코스닥,471524646910
A036630,세종텔레콤,N50000.통신서비스,(13840) 경기 과천시 과천대로7길 12,코스닥,87600000000
A036640,HRS,N15101.화학,(17998) 경기 평택시 팽성읍 추팔산단2길 7,코스닥,87007536000
A036670,삼양케이씨아이,N15101.화학,(31903) 충남 서산시 대산읍 대죽1로 221,코스닥,74494700000
A036690,코맥스,N45201.통신장비,(13229) 경기 성남시 중원구 둔촌대로 494,코스닥,45885746130
A036710,심텍홀딩스,N45201.통신장비,(28580) 충북 청주시 흥덕구 산단로 73,코스닥,167199841410
A036800,나이스정보통신,N20201.상업서비스와 공급품,(07237) 서울시 영등포구 은행로 17,코스닥,228500000000
A036810,에프에스티,N45301.반도체 및 반도체장비,(18487) 경기 화성시 동탄산단6길 15-23,코스닥,723461666600
A036830,솔브레인홀딩스,N25302.다각화된 소비자 서비스,"(13486) 경기 성남시 분당구 판교로255번길 34, 5층",코스닥,852188876400
A036890,진성티이씨,N20106.기계,(17843) 경기 평택시 세교산단로 3,코스닥,274526482580
A036930,주성엔지니어링,N45301.반도체 및 반도체장비,(12773) 경기 광주시 오포로 240,코스닥,1384961805300
A037030,파워넷,"N45203.전자장비와 기기, 부품","(08584) 서울시 금천구 두산로 70, B동 17층 (독산동,현대지식산업센터)",코스닥,66275784340
A037070,파세코,N25201.가정용 내구재,(15429) 경기 안산시 단원구 원시로 248,코스닥,139000000000
A037230,한국팩키지,N15103.용기와 포장지,(50877) 경남 김해시 주촌면 서부로1293번길 24,코스닥,58706644190
A037270,YG PLUS,N45101.인터넷소프트웨어 및 서비스,"(07326) 서울시 영등포구 국제금융로 10, 19층",코스피,381342028900
A037330,인지디스플레,"N45203.전자장비와 기기, 부품",(15434) 경기 안산시 단원구 동산로 88,코스닥,61219887480
A037350,성도이엔지,N20103.건설 및 엔지니어링,(06172) 서울시 강남구 영동대로106길 42,코스닥,84930300000
A037370,EG,N25201.가정용 내구재,(57815) 전남 광양시 명당3길 118,코스닥,49248590120
A037400,우리엔터프라이즈,N25504.전문소매,(15409) 경기 안산시 단원구 성곡로 79,코스닥,25226858852
A037440,희림,N20103.건설 및 엔지니어링,(05288) 서울시 강동구 상일로6길 39,코스닥,57708658875
A037460,삼지전자,N45201.통신장비,(18511) 경기 화성시 금곡로 63-27,코스닥,199901894500
A037560,LG헬로비전,N25401.미디어,"(03923) 서울시 마포구 월드컵북로56길 19, 6층",코스피,186259710325
A037710,광주신세계,N25503.복합소매,(61937) 광주시 서구 무진대로 932,코스피,247070749500
A037760,쎄니트,N15104.금속과 채광,"(52153) 경남 의령군 의령읍 구룡로4남길 53, 구룡공단내",코스닥,58361788725
A037950,엘컴텍,N20104.전기장비,(17708) 경기 평택시 진위면 동부대로 231,코스닥,66375749934
A038010,제일테크노스,N15104.금속과 채광,(37871) 경북 포항시 남구 장흥로39번길 7,코스닥,56790000000
A038060,루멘스,N45300.반도체 및 반도체장비,"(17096) 경기 용인시 기흥구 하갈로86번길 51, 3층",코스닥,31507510195
A038070,서린바이오,N35201.생물공학,"(13488) 경기 성남시 분당구 대왕판교로 700, 4층 에이동 (삼평동,코리아바이오파크)",코스닥,61156542720
A038110,에코플라스틱,N25101.자동차 부품,(38071) 경북 경주시 공단로69번길 30,코스닥,130095209200
A038290,마크로젠,N35201.생물공학,"(08511) 서울시 금천구 벚꽃로 254, 10층 (가산동,월드메르디앙벤처센터)",코스닥,166632318000
A038390,레드캡투어,N45103.소프트웨어,"(04551) 서울시 중구 을지로 100, B동 19층",코스닥,191955036560
A038460,바이오스마트,"N45203.전자장비와 기기, 부품",(04791) 서울시 성동구 광나루로 172,코스닥,72344671070
A038500,삼표시멘트,"N45202.기술하드웨어, 스토리지 & 주변기기",(25930) 강원 삼척시 동양길 20,코스닥,331303059420
A038530,케이바이오,N30301.가정용품,"(05238) 서울시 강동구 올림픽로 834, 206호 (암사동,한강시티라이프)",코스닥,31937159772
A038540,상상인,N45100.소프트웨어 및 IT서비스,(13591) 경기 성남시 분당구 황새울로 358,코스닥,94334773665
A038620,위즈코프,N45102.IT서비스,"(06097) 서울시 강남구 봉은사로 429, 8층",코스닥,42711418260
A038680,에스넷,N45102.IT서비스,"(06162) 서울시 강남구 선릉로 514, 10층 (삼성동,성원빌딩)",코스닥,72482016880
A038870,에코바이오,N20201.상업서비스와 공급품,"(07789) 서울시 강서구 마곡중앙14로 38, 5층",코스닥,50734115380
A038880,아이에이,N45301.반도체 및 반도체장비,"(13638) 경기 성남시 분당구 구미로 8, 2층 (구미동,분당엠타워)",코스닥,63496878575
A038950,파인디지털,N45201.통신장비,(13496) 경기 성남시 분당구 성남대로925번길 41,코스닥,33491309200
A039010,현대에이치티,N45201.통신장비,"(07433) 서울시 영등포구 여의대방로 107 (신길동,현대에이치티빌딩)",코스닥,73657500000
A039020,이건홀딩스,N15102.건축자재,(22107) 인천시 미추홀구 염전로 91,코스닥,95194548435
A039030,이오테크닉스,N45301.반도체 및 반도체장비,(13930) 경기 안양시 동안구 동편로 91,코스닥,3412515350000
A039130,하나투어,"N25301.호텔, 레스토랑, 레저",(03161) 서울시 종로구 인사동5길 41,코스피,716409355000
A039200,오스코텍,N35202.제약,"(13488) 경기 성남시 분당구 대왕판교로 700, A동 9층 (삼평동,코리아바이오파크)",코스닥,2004728422400
A039240,경남스틸,N15104.금속과 채광,(51571) 경남 창원시 성산구 연덕로15번길 10,코스닥,75542891200
A039290,인포뱅크,N45103.소프트웨어,"(13494) 경기 성남시 분당구 대왕판교로 660, 12층",코스닥,49381795040
A039310,세중,N45103.소프트웨어,"(03136) 서울시 종로구 창경궁로 143, 10층 (원남동,세중타워)",코스닥,26584485489
A039340,한국경제TV,N25401.미디어,(04505) 서울시 중구 청파로 463,코스닥,124200000000
A039420,케이엘넷,N45102.IT서비스,(06246) 서울시 강남구 역삼로 153,코스닥,67874791300
A039440,에스티아이,N45301.반도체 및 반도체장비,(17558) 경기 안성시 공도읍 봉기길 21,코스닥,372796500000
A039490,키움증권,N40203.캐피탈 시장,(07321) 서울시 영등포구 의사당대로 96,코스피,7624865952000
A039560,다산네트웍스,N45201.통신장비,"(13493) 경기 성남시 분당구 대왕판교로644번길 49, 11층 (삼평동,디티씨타워)",코스닥,119040012905
A039570,HDC랩스,N20104.전기장비,(06722) 서울시 서초구 효령로 346,코스피,215448088300
A039610,화성밸브,N15104.금속과 채광,(41701) 대구시 서구 팔달로2길 29,코스닥,85052968000
A039740,한국정보공학,N45103.소프트웨어,(13590) 경기 성남시 분당구 황새울로359번길 7,코스닥,23854731075
A039830,오로라,N25202.레저용 제품,(06175) 서울시 강남구 테헤란로 624,코스닥,263152660500
A039840,디오,N35000.헬스케어,(48058) 부산시 해운대구 센텀서로 66,코스닥,250126513800
A039860,나노엔텍,N35000.헬스케어,"(08389) 서울시 구로구 디지털로26길 5, 12층",코스닥,123231026455
A039980,폴라리스AI,N45101.인터넷소프트웨어 및 서비스,"(08380) 서울시 구로구 디지털로31길 12, 16층 (구로동,티피타워)",코스닥,150652066320
A040160,누리플렉스,N45103.소프트웨어,(06552) 서울시 서초구 사평대로 16,코스닥,39059933400
A040300,YTN,N25401.미디어,(03926) 서울시 마포구 상암산로 76,코스닥,167346199800
A040350,크레오에스지,N45100.소프트웨어 및 IT서비스,"(06130) 서울시 강남구 테헤란로13길 31-1, 4층 (역삼동,일리빌딩)",코스닥,57975980634
A040420,정상제이엘에스,N25302.다각화된 소비자 서비스,(06283) 서울시 강남구 영동대로 229,코스닥,100963434880
A040610,SG&G,N20305.운송인프라,(15429) 경기 안산시 단원구 원시로 239-10,코스닥,62106871112
A040910,아이씨디,N20106.기계,(17542) 경기 안성시 대덕면 만세로 274,코스닥,80333739375
A041020,폴라리스오피스,N45103.소프트웨어,"(08380) 서울시 구로구 디지털로31길 12, 11층, 15층",코스닥,240671410320
A041190,우리기술투자,N40202.소비자 금융,"(06181) 서울시 강남구 테헤란로 528, 12층",코스닥,716520000000
A041440,현대에버다임,N20106.기계,(27844) 충북 진천군 진천읍 부영길 49,코스닥,130069753440
A041460,한국전자인증,N45103.소프트웨어,"(06631) 서울시 서초구 서초대로62길 9-22, 501호 (서초동,자동차산업회관)",코스닥,69540000000
A041510,에스엠,N25401.미디어,"(04769) 서울시 성동구 왕십리로 83-21, 디타워동 (성수동1가,아크로 서울포레스트)",코스닥,2323811035000
A041520,이엘씨,N25300.소비자서비스,(31418) 충남 아산시 음봉면 스마트산단1로 20,코스닥,74960689500
A041590,플래스크,N25201.가정용 내구재,"(05836) 서울시 송파구 법원로11길 11, B동 1305호 (문정동,문정현대지식산업센터1-1)",코스닥,116064014460
A041650,상신브레이크,N25101.자동차 부품,(42981) 대구시 달성군 논공읍 논공중앙로33길 10,코스피,57650843250
A041830,인바디,N35101.헬스케어 장비와 용품,(06106) 서울시 강남구 언주로 625,코스닥,393641754400
