stock_code,company_name,industry,address,market_type,market_cap_recent
A192720,파워 고배당저변동성,,"(03154) 서울시 종로구 종로 1, 15층 교보악사자산운용",코스피,12652200000
A192820,코스맥스,N15101.화학,(18622) 경기 화성시 향남읍 제약공단2길 46,코스피,1772793305800
A193250,링크드,"N45203.전자장비와 기기, 부품","(06158) 서울시 강남구 테헤란로77길 14, 301호 (삼성동,이에스타워)",코스닥,27988932634
A194370,제이에스코퍼레이션,"N25203.섬유, 의류, 사치품",(05638) 서울시 송파구 위례성대로 138,코스피,295100428860
A194480,데브시스터즈,N45100.소프트웨어 및 IT서비스,"(06019) 서울시 강남구 도산대로 327 (신사동,에스지에프청담타워)",코스닥,427110250000
A194700,노바렉스,N30202.식품,(28220) 충북 청주시 흥덕구 오송읍 오송생명14로 80,코스닥,287136722880
A195500,마니커에프앤지,N30202.식품,(17135) 경기 용인시 처인구 이동읍 백옥대로144번길 36-2,코스닥,42102030000
A195870,해성디에스,"N45203.전자장비와 기기, 부품",(51552) 경남 창원시 성산구 웅남로 726,코스피,895900000000
A195920,TIGER 일본TOPIX(합성 H),,"(04539) 서울시 중구 을지로5길 26, 미래에셋 센터원빌딩 이스트타워",코스피,14382500000
A195930,TIGER 유로스탁스50(합성 H),,"(04539) 서울시 중구 을지로5길 26, 미래에셋 센터원빌딩 이스트타워",코스피,36470000000
A195940,HK이노엔,N35202.제약,(28158) 충북 청주시 흥덕구 오송읍 오송생명2로 239,코스닥,1419327539100
A195970,PLUS 선진국MSCI(합성 H),,"(07345) 서울시 영등포구 63로 50 (여의도동,63한화생명빌딩)",코스피,22095000000
A195980,PLUS 신흥국MSCI(합성 H),,"(07345) 서울시 영등포구 63로 50 (여의도동,63한화생명빌딩)",코스피,83373800000
A195990,에이비프로바이오,N20106.기계,(43022) 대구시 달성군 유가읍 테크노순환로1길 70,코스닥,107328024817
A196030,ACE 일본TOPIX레버리지(H),,(07321) 서울시 영등포구 의사당대로 88,코스피,31265000000
A196170,알테오젠,N35201.생물공학,(34054) 대전시 유성구 유성대로1628번길 62,코스닥,29642206552000
A196230,RISE 단기통안채,,"(07325) 서울시 영등포구 여의대로 70, 25층 (여의도동,신한금융투자타워)",코스피,303465835000
A196300,HLB펩,"N35200.제약, 생명공학 및 생명과학","(61008) 광주시 북구 첨단과기로 333, 시험생산동 206호 (대촌동,광주테크노파크)",코스닥,60685888940
A196450,코아시아씨엠,"N45203.전자장비와 기기, 부품","(18469) 경기 화성시 동탄첨단산업1로 27, 비동 3530호, 3531호, 3532호, 3533호, 3534호, 3535호, 3536호",코스닥,40334427980
A196490,디에이테크놀로지,N20106.기계,(18292) 경기 화성시 비봉면 쌍학길 15,코스닥,36245520080
A196700,웹스,N15101.화학,"(48059) 부산시 해운대구 센텀동로 45, 901호",코스닥,18888849360
A197140,디지캡,N45100.소프트웨어 및 IT서비스,"(07794) 서울시 강서구 마곡중앙8로7길 11 (마곡동,디앤씨캠퍼스)",코스닥,24191453286
A198080,캐프,"N45203.전자장비와 기기, 부품",(18541) 경기 화성시 마도면 청원산단1길 69,코스닥,48454166250
A198440,강동씨앤엘,N15102.건축자재,(57218) 전남 장성군 장성읍 영천로 35,코스닥,65806447680
A198940,한주라이트메탈,N25101.자동차 부품,(45009) 울산시 울주군 온산읍 화산2길 34-5,코스닥,26856854820
A199430,케이엔알시스템,"N45203.전자장비와 기기, 부품","(18469) 경기 화성시 동탄기흥로 557, 제4층 제406호 제407호 제408호 제409호 제410호 제411호 (영천동,금강펜테리움아이티타워)",코스닥,274609767600
A199480,뱅크웨어글로벌,N45103.소프트웨어,"(04516) 서울시 중구 서소문로11길 19, B동 12층 (정동,배재정동빌딩)",코스닥,66064712520
A199550,레이저옵텍,N35101.헬스케어 장비와 용품,"(13210) 경기 성남시 중원구 갈마치로 245, 1401호, 1402호, 1403호, 1404호 (상대원동,성남아이파크디어반)",코스닥,74821325100
A199730,바이오인프라,"N35200.제약, 생명공학 및 생명과학",(16950) 경기 용인시 기흥구 흥덕중앙로 120,코스닥,23446248940
A199800,툴젠,N35201.생물공학,"(07789) 서울시 강서구 마곡중앙로 172, 8층 (마곡동,바이오이노베이션파크)",코스닥,582276320400
A199820,제일일렉트릭,N20106.기계,(49437) 부산시 사하구 을숙도대로 555,코스닥,218644800000
A200030,KODEX 미국S&P500산업재(합성),,"(04513) 서울시 중구 세종대로 55, 삼성자산운용",코스피,43583835000
A200130,콜마비앤에이치,N35202.제약,(30003) 세종시 전의면 산단길 22-15,코스닥,389167832340
A200230,텔콘RF제약,N45201.통신장비,(17086) 경기 용인시 기흥구 공세로 54,코스닥,75444409833
A200250,KIWOOM 인도Nifty50(합성),,"(07325) 서울시 영등포구 국제금융로2길 32 (여의도동,여의도파이낸스타워)",코스피,237240000000
A200350,아티스트스튜디오,N25401.미디어,"(06062) 서울시 강남구 선릉로148길 43, 1층, 2층",코스닥,66973367500
A200470,에이팩트,N45301.반도체 및 반도체장비,(17530) 경기 안성시 일죽면 서동대로 7280-26,코스닥,195712869660
A200670,휴메딕스,"N35200.제약, 생명공학 및 생명과학","(13449) 경기 성남시 수정구 창업로 17, A동 6층 603호",코스닥,556443031500
A200710,에이디테크놀로지,N45301.반도체 및 반도체장비,(16512) 경기 수원시 영통구 광교중앙로248번길 7-8,코스닥,287633590800
A200780,비씨월드제약,N35202.제약,(12661) 경기 여주시 가남읍 여주남로 872-23,코스닥,46003734000
A200880,서연이화,N25101.자동차 부품,(14055) 경기 안양시 동안구 부림로170번길 41-22,코스피,321638400300
A201490,미투온,N45100.소프트웨어 및 IT서비스,"(06143) 서울시 강남구 선릉로 577, 4층",코스닥,136755414000
A203400,에이비온,N35201.생물공학,"(08394) 서울시 구로구 디지털로 242, 915호",코스닥,130491320400
A203450,유니온바이오메트릭스,N45201.통신장비,"(05836) 서울시 송파구 법원로 127, 1201호 (문정동,문정대명벨리온)",코스닥,42307416035
A203650,드림시큐리티,N25401.미디어,"(04783) 서울시 성동구 아차산로 126, 10층 (성수동2가,더리브세종타워)",코스닥,167835641220
A203690,아크솔루션스,N15105.종이와 임산물,"(06135) 서울시 강남구 봉은사로 218, 8층 (역삼동,케이에이치타워)",코스닥,76921522875
A203780,TIGER 미국나스닥바이오,,"(04539) 서울시 중구 을지로5길 26, 동관 27층",코스피,78190700000
A204020,그리티,N25200.내구소비재 및 의류,"(06026) 서울시 강남구 언주로151길 7, 2층",코스닥,41722034640
A204210,스타에스엠리츠,N40401.부동산,"(04794) 서울시 성동구 아차산로 113, 9층 (성수동2가,삼진빌딩)",코스피,15927568525
A204270,제이앤티씨,"N45203.전자장비와 기기, 부품",(18516) 경기 화성시 정남면 구내길 81-9,코스닥,1307375331600
A204320,HL만도,N25101.자동차 부품,(17962) 경기 평택시 포승읍 하만호길 32,코스피,1732717728000
A204450,KODEX 차이나H레버리지(H),,"(04513) 서울시 중구 세종대로 55, 삼성자산운용",코스피,49840000000
A204480,TIGER 차이나CSI300레버리지(합성),,"(04539) 서울시 중구 을지로5길 26, 미래에셋 센터원빌딩",코스피,114240000000
A204610,티쓰리,N45103.소프트웨어,"(08502) 서울시 금천구 가산디지털1로 186, 3층",코스닥,113628735080
A204620,글로벌텍스프리,N40201.다각화된 금융 서비스,"(04537) 서울시 중구 퇴계로 131, 9층",코스닥,398506481100
A204630,스튜디오산타클로스,"N25301.호텔, 레스토랑, 레저","(04732) 서울시 성동구 독서당로39길 37-37, 302호",코스닥,23668225650
A204840,지엘팜텍,N15101.화학,"(13449) 경기 성남시 수정구 달래내로 46, 210호",코스닥,94434196938
A205100,엑셈,N45103.소프트웨어,"(07792) 서울시 강서구 마곡중앙8로5길 40, (주)엑셈",코스닥,155073208360
A205470,휴마시스,"N35200.제약, 생명공학 및 생명과학","(14042) 경기 안양시 동안구 전파로 88, 신원비젼타워 114호.502호.504호.604호.604-1호.비03-1호.비03-2호",코스닥,165470636511
A205500,넥써쓰,N45100.소프트웨어 및 IT서비스,"(13530) 경기 성남시 분당구 대왕판교로606번길 10, 15층 (백현동,알파리움 제타워 1동)",코스닥,137664264865
A205720,ACE 일본TOPIX인버스(합성 H),N40200.다각화된 금융,(07321) 서울시 영등포구 의사당대로 88,코스피,6768000000
A206400,베노티앤알,N15102.건축자재,"(06228) 서울시 강남구 논현로 322, 5층 (역삼동,크리스역삼빌딩)",코스닥,74982805842
A206560,덱스터,N25401.미디어,"(03926) 서울시 마포구 매봉산로 75, 1801호, 1901호 (상암동,디디엠씨)",코스닥,114479870680
A206640,바디텍메드,N35101.헬스케어 장비와 용품,(24398) 강원 춘천시 동내면 거두단지1길 43,코스닥,318712619200
A206650,유바이오로직스,"N35200.제약, 생명공학 및 생명과학","(06012) 서울시 강남구 도산대로 509, 13층, 15층",코스닥,512695824930
A207760,미스터블루,N25401.미디어,"(07551) 서울시 강서구 양천로 570, 18층",코스닥,122293440576
A207940,삼성바이오로직스,"N35200.제약, 생명공학 및 생명과학","(21987) 인천시 연수구 송도바이오대로 300 (송도동,삼성바이오로직스)",코스피,86903454000000
A208140,정다운,N30101.식품 및 기본식료품 소매,(58277) 전남 나주시 동수농공단지길 137-17,코스닥,87266936820
A208340,파멥신,N35202.제약,"(34047) 대전시 유성구 유성대로1689번길 70, 케이티대덕2연구센터 연구2동 2층",코스닥,233786229820
A208350,지란지교시큐리티,N45101.인터넷소프트웨어 및 서비스,"(13453) 경기 성남시 수정구 금토로80번길 37, 4층 (금토동,인피니티타워)",코스닥,27290039700
A208370,셀바스헬스케어,N35101.헬스케어 장비와 용품,(34109) 대전시 유성구 신성로 155,코스닥,117763080300
A208640,썸에이지,N45100.소프트웨어 및 IT서비스,"(13595) 경기 성남시 분당구 황새울로 246, B동 6층",코스닥,43442959248
A208710,포톤,"N45203.전자장비와 기기, 부품","(16976) 경기 용인시 기흥구 기흥로 58-1, A동 1805호",코스닥,32620826700
A208860,엔지스테크널러지,N45100.소프트웨어 및 IT서비스,"(04778) 서울시 성동구 왕십리로 58, 501동 505호",코스닥,49227460850
A209640,와이제이링크,N20106.기계,(42921) 대구시 달성군 다사읍 세천로1길 110,코스닥,74663258250
A210120,캔버스엔,N25401.미디어,"(03926) 서울시 마포구 상암산로 76, 16층 일부",코스닥,37955890548
A210540,디와이파워,N20106.기계,(51553) 경남 창원시 성산구 웅남로 812,코스피,139346354960
A210780,TIGER 코스피고배당,,"(04539) 서울시 중구 을지로5길 26, 동관",코스피,63488700000
A210980,SK디앤디,N40401.부동산,(13493) 경기 성남시 분당구 판교로 332,코스피,235137534660
A211050,인카금융서비스,N40301.보험,"(04789) 서울시 성동구 아차산로 33, 5,6층",코스닥,655092450000
A211270,AP위성,N45201.통신장비,"(08506) 서울시 금천구 가산디지털2로 98, 2동 9층 (가산동,롯데아이티캐슬)",코스닥,181892586240
A211560,TIGER 배당성장,,"(04539) 서울시 중구 을지로5길 26, 이스트타워",코스피,59851200000
A211900,KODEX 코리아배당성장,,"(04513) 서울시 중구 세종대로 55, 23층 삼성자산운용",코스피,60480000000
A212560,네오오토,N25101.자동차 부품,"(03173) 서울시 종로구 새문안로5길 19, 6층 (당주동,로얄빌딩)",코스닥,62250510070
A212710,아이에스티이,N45301.반도체 및 반도체장비,(18589) 경기 화성시 향남읍 토성로 306,코스닥,80083167780
A213420,덕산네오룩스,"N45203.전자장비와 기기, 부품",(31027) 충남 천안시 서북구 입장면 쑥골길 21-32,코스닥,1021803015850
A213500,한솔제지,N15105.종이와 임산물,(04551) 서울시 중구 을지로 100,코스피,200876861440
A213610,KODEX 삼성그룹밸류,,"(04513) 서울시 중구 세종대로 55, 23층 삼성자산운용",코스피,143811500000
A213630,PLUS 미국다우존스고배당주(합성 H),,"(07345) 서울시 영등포구 63로 50, 51층 ETF파트",코스피,16799200000
A214150,클래시스,N35101.헬스케어 장비와 용품,"(06220) 서울시 강남구 테헤란로 208 (역삼동,클래시스)",코스닥,3674867469900
A214180,헥토이노베이션,N45102.IT서비스,"(06220) 서울시 강남구 테헤란로34길 6, 13층",코스닥,216687360630
A214260,라파스,N30302.개인용품,(07793) 서울시 강서구 마곡중앙8로1길 62,코스닥,116081243630
A214270,FSN,N45100.소프트웨어 및 IT서비스,"(06105) 서울시 강남구 언주로 637 (논현동,싸이칸타워)",코스닥,95027835825
A214320,이노션,N25401.미디어,(06253) 서울시 강남구 강남대로 308,코스피,720400000000
A214330,금호에이치티,N25101.자동차 부품,(62214) 광주시 광산구 용아로 717,코스피,121015813050
A214370,케어젠,N35201.생물공학,(06188) 서울시 강남구 역삼로98길 23,코스닥,3265872000000
A214390,경보제약,"N35200.제약, 생명공학 및 생명과학",(31501) 충남 아산시 실옥로 174,코스피,146788120400
A214420,토니모리,N30302.개인용품,"(06734) 서울시 서초구 남부순환로 2557 (서초동,토니모리빌딩)",코스피,209517299290
A214430,아이쓰리시스템,"N45203.전자장비와 기기, 부품",(34014) 대전시 유성구 테크노5로 69,코스닥,504579960000
A214450,파마리서치,N20106.기계,(25452) 강원 강릉시 과학단지로 77-19,코스닥,4696120896000
A214610,롤링스톤,N35101.헬스케어 장비와 용품,"(13449) 경기 성남시 수정구 창업로 54, 가동 3층,4층 (시흥동,엘에이치기업성장센터)",코스닥,30599125300
A214680,디알텍,N35101.헬스케어 장비와 용품,(13216) 경기 성남시 중원구 둔촌대로541번길 29,코스닥,161713005750
A214980,KODEX 단기채권PLUS,,"(04513) 서울시 중구 세종대로 55, 23층 삼성자산운용",코스피,1833330015000
A215000,골프존,N45101.인터넷소프트웨어 및 서비스,(06072) 서울시 강남구 영동대로 735,코스닥,377152441500
A215090,솔디펜스,N20106.기계,"(14056) 경기 안양시 동안구 학의로 268, 410호",코스닥,68077643340
A215100,로보로보,N20104.전기장비,(01133) 서울시 강북구 도봉로54길 6,코스닥,164822477400
A215200,메가스터디교육,N25302.다각화된 소비자 서비스,(06643) 서울시 서초구 효령로 321,코스닥,448295592000
A215360,우리산업,N25101.자동차 부품,(17088) 경기 용인시 기흥구 지삼로 89,코스닥,72692017480
A215380,우정바이오,N35201.생물공학,"(18469) 경기 화성시 동탄기흥로 593-8 (영천동,우정바이오 신약클러스터)",코스닥,35342109600
A215480,토박스코리아,"N25203.섬유, 의류, 사치품","(08513) 서울시 금천구 디지털로 178, 제에이동 제6층 제오에이-609호 (가산동,가산퍼블릭)",코스닥,20012400000
A215600,신라젠,N35000.헬스케어,"(04542) 서울시 중구 청계천로 106, 3층 (수표동,크리스탈스퀘어)",코스닥,406101717840
A215620,HK S&P코리아로우볼,,"(03184) 서울시 종로구 새문안로 68, 3층 흥국자산운용",코스피,10281600000
A215790,이노인스트루먼트,N45201.통신장비,"(21990) 인천시 연수구 송도미래로 30, E동 2206호",코스닥,27392541320
A216050,인크로스,N25401.미디어,"(08793) 서울시 관악구 남부순환로 1926, 5층",코스닥,86563316280
A216080,제테마,N35101.헬스케어 장비와 용품,(26355) 강원 원주시 지정면 조엄로 321,코스닥,214604807280
A217190,제너셈,"N45203.전자장비와 기기, 부품",(21984) 인천시 연수구 송도과학로84번길 24,코스닥,71994918540
A217270,넵튠,N45100.소프트웨어 및 IT서비스,"(06152) 서울시 강남구 언주로 508, 11층 (역삼동,공무원연금공단서울상록회관)",코스닥,264056382950
A217330,싸이토젠,N35201.생물공학,"(05854) 서울시 송파구 법원로 128, A동 8층 (문정동,문정역에스케이브이1)",코스닥,71354652495
A217480,에스디생명공학,N15101.화학,(07793) 서울시 강서구 마곡중앙8로1길 66,코스닥,54756837359
A217500,러셀,N20106.기계,(28101) 충북 청주시 흥덕구 옥산면 옥산산단로 36,코스닥,62860512000
A217620,선샤인푸드,N30100.음식료소매,"(21655) 인천시 남동구 호구포로 194, 15층 1509호",코스닥,26803681470
A217730,강스템바이오텍,"N35200.제약, 생명공학 및 생명과학","(06181) 서울시 강남구 테헤란로 522, 9층 (대치동,홍우빌딩)",코스닥,143808793821
A217770,TIGER 원유선물인버스(H),,"(04539) 서울시 중구 을지로5길 26, 동관",코스피,5470000000
A217780,TIGER 차이나CSI300인버스(합성),,"(04539) 서울시 중구 을지로5길 26, 동관",코스피,9232000000
A217820,원익피앤이,N20106.기계,(16648) 경기 수원시 권선구 산업로 185,코스닥,155413680725
A218150,미래생명자원,N30202.식품,"(05836) 서울시 송파구 법원로9길 26, 디-506, 507, 508, 509, 510, 511, 512호 (문정동,에이치비지니스파크)",코스닥,63595223230
A218410,RFHIC,"N45203.전자장비와 기기, 부품",(13824) 경기 과천시 과천대로12길 110,코스닥,805704636800
A218420,KODEX 미국S&P500에너지(합성),,"(04513) 서울시 중구 세종대로 55, 23층 삼성자산운용",코스피,27521480000
A219130,타이거일렉,"N45203.전자장비와 기기, 부품",(22108) 인천시 미추홀구 염전로187번길 33,코스닥,111257789800
A219390,RISE 미국S&P원유생산기업(합성 H),,"(07325) 서울시 영등포구 여의대로 70, 25층",코스피,16115000000
A219420,링크제니시스,N45100.소프트웨어 및 IT서비스,"(14057) 경기 안양시 동안구 시민대로 401, 319호 (관양동,대륭테크노타운15차)",코스닥,57576925140
A219480,KODEX 미국S&P500선물(H),,"(04513) 서울시 중구 세종대로 55, 23층 삼성자산운용",코스피,145848500000
A219550,디와이디,N30301.가정용품,"(10595) 경기 고양시 덕양구 동송로 30, 18층 1805호 (동산동,삼송더샵미디어시티 제엠비엔스튜디오동)",코스닥,25022123000
A219750,한국비티비,N20106.기계,(13547) 경기 성남시 분당구 동원로 7,코스닥,65426885000
A219900,ACE 중국본토CSI300레버리지(합성),,"(07321) 서울시 영등포구 의사당대로 88, 16층 한국투자신탁운용",코스피,8235000000
A220100,퓨쳐켐,N35202.제약,"(04794) 서울시 성동구 성수일로8길 59, B동 3층",코스닥,660854434500
A220130,SOL 차이나강소기업CSI500(합성 H),,"(07325) 서울시 영등포구 여의대로 70, 18층",코스피,4768000000
A220180,핸디소프트,N45103.소프트웨어,"(14055) 경기 안양시 동안구 부림로170번길 41-22, 4층",코스닥,50374422410
A220260,켐트로스,N15101.화학,(15427) 경기 안산시 단원구 능안로 7,코스닥,114466303170
A221800,유투바이오,N45000.정보기술,"(05744) 서울시 송파구 오금로 489, 4층",코스닥,59257779000
A221840,하이즈항공,N20302.항공사,(52535) 경남 사천시 사남면 공단5로 24,코스닥,43198295910
A221980,케이디켐,N15101.화학,(28916) 충북 보은군 보은읍 매화구인로 345,코스닥,41800528000
A222040,코스맥스엔비티,N30202.식품,"(13487) 경기 성남시 분당구 판교로256번길 25, 제씨동 제601호",코스닥,63946800000
A222080,씨아이에스,N20106.기계,(41028) 대구시 동구 팔공로47길 37,코스닥,552434930460
A222110,팬젠,"N35200.제약, 생명공학 및 생명과학","(16675) 경기 수원시 영통구 신원로 306, 2동 4층",코스닥,79480820330
A222160,NPX,N20106.기계,(17084) 경기 용인시 기흥구 탑실로58번길 14,코스닥,79551289560
A222420,쎄노텍,N15104.금속과 채광,"(52035) 경남 함안군 가야읍 함마대로 1256-40, 58",코스닥,38823037274
A222800,심텍,"N45203.전자장비와 기기, 부품",(28580) 충북 청주시 흥덕구 산단로 73,코스닥,1745473656800
A222810,세토피아,N15104.금속과 채광,"(06196) 서울시 강남구 삼성로81길 35, 3층 (대치동,강남빌딩)",코스닥,81712098000
A222980,한국맥널티,N30202.식품,(31009) 충남 천안시 서북구 성환읍 연암율금로 42,코스닥,36789995805
A223190,KODEX 200가치저변동,,"(04513) 서울시 중구 세종대로 55, 삼성자산운용",코스피,16960000000
A223250,드림씨아이에스,N35201.생물공학,"(03170) 서울시 종로구 사직로 130, 10층 10호 (적선동,적선현대빌딩)",코스닥,110666856600
A223310,사토시홀딩스,N45103.소프트웨어,(06059) 서울시 강남구 선릉로135길 5,코스닥,64147222510
A224060,더코디,"N45203.전자장비와 기기, 부품",(31094) 충남 천안시 서북구 백석공단2길 62,코스닥,13753324130
A224110,에이텍모빌리티,N45201.통신장비,"(13488) 경기 성남시 분당구 판교로 289 (삼평동,에이텍빌딩)",코스닥,51958200000
A225030,TIGER 미국S&P500선물인버스(H),,(04539) 서울시 중구 을지로5길 26,코스피,7006500000
A225040,TIGER 미국S&P500레버리지(합성 H),,(04539) 서울시 중구 을지로5길 26,코스피,63863800000
A225050,TIGER 유로스탁스레버리지(합성 H),,(04539) 서울시 중구 을지로5길 26,코스피,6327000000
A225060,TIGER 이머징마켓MSCI레버리지(합성 H),,(04539) 서울시 중구 을지로5길 26,코스피,12349000000
A225130,ACE 골드선물 레버리지(합성 H),,"(07321) 서울시 영등포구 의사당대로 88, 16층 한국투자신탁운용 ETF운용팀",코스피,26117500000
A225190,LK삼양,N20106.기계,(51343) 경남 창원시 마산회원구 자유무역6길 123,코스닥,74295716160
A225220,제놀루션,N35202.제약,(07793) 서울시 강서구 마곡중앙8로3길 63,코스닥,42409946410
A225430,케이엠제약,N15101.화학,(17953) 경기 평택시 포승읍 평택항로268번길 121,코스닥,17289971000
A225530,HC보광산업,N15104.금속과 채광,(41506) 대구시 북구 유통단지로3길 40,코스닥,105018921030
A225570,넥슨게임즈,N45103.소프트웨어,"(06267) 서울시 강남구 남부순환로 2621, 5층 (도곡동,에스앤아이강남빌딩)",코스닥,887136543780
A225590,패션플랫폼,"N25203.섬유, 의류, 사치품","(06301) 서울시 강남구 논현로28길 9, 3층 (도곡동,유진빌딩)",코스닥,24159498691
A225800,KIWOOM 미국달러선물레버리지,,"(07331) 서울시 영등포구 여의나루로4길 18, 15층",코스피,10790000000
A226320,잇츠한불,N15101.화학,(06061) 서울시 강남구 학동로 311,코스피,246704793750
A226330,신테카바이오,N35202.제약,(34002) 대전시 유성구 국제과학17로 18,코스닥,90025002500
A226340,본느,N15101.화학,(06192) 서울시 강남구 선릉로90길 14,코스닥,31170648060
A226360,KH 건설,N20103.건설 및 엔지니어링,"(08503) 서울시 금천구 가산디지털1로 165, 1401호. 1402호",코스닥,67617390260
A226380,ACE Fn성장소비주도주,,"(07321) 서울시 영등포구 의사당대로 88, 16층 한국투자신탁운용 BETA운용본부 ETF운용팀",코스피,5240000000
A226400,오스테오닉,N35101.헬스케어 장비와 용품,"(08381) 서울시 구로구 디지털로29길 38, 1206호",코스닥,142151814880
A226490,KODEX 코스피,,"(04513) 서울시 중구 세종대로 55, 23층",코스피,668362500000
A226590,엠디바이스,"N45203.전자장비와 기기, 부품","(13840) 경기 과천시 과천대로7길 33, B동 1002호 (갈현동,디테크타워)",코스닥,145110201600
A226950,올릭스,N35201.생물공학,(13106) 경기 성남시 수정구 대왕판교로 953,코스닥,2797966315300
A226980,KODEX 200 중소형,,"(04513) 서울시 중구 세종대로 55, 23층 삼성자산운용",코스피,16164000000
A227100,퀀텀온,"N45203.전자장비와 기기, 부품","(06643) 서울시 서초구 서초중앙로6길 5-8, 2층",코스닥,14770119384
A227540,TIGER 200 헬스케어,,(04539) 서울시 중구 을지로5길 26,코스피,39508400000
A227550,TIGER 200 산업재,,(04539) 서울시 중구 을지로5길 26,코스피,18464200000
A227560,TIGER 200 생활소비재,,(04539) 서울시 중구 을지로5길 26,코스피,4840000000
A227570,TIGER 우량가치,,(04539) 서울시 중구 을지로5길 26,코스피,7648800000
A227610,아우딘퓨쳐스,N15101.화학,"(06179) 서울시 강남구 테헤란로86길 13, 12층 (대치동,대경타워)",코스닥,29618639440
A227830,PLUS 코스피,,"(07345) 서울시 영등포구 63로 50, 51층 Quant운용팀 ETF파트",코스피,10386250000
A227840,현대코퍼레이션홀딩스,N30200.음식료 및 담배,(03143) 서울시 종로구 율곡로2길 25,코스피,110029107240
A227950,엔투텍,N20106.기계,(17555) 경기 안성시 원곡면 원당로 157,코스닥,65738138907
A228340,동양파일,N15102.건축자재,(31442) 충남 아산시 염치읍 아산온천로 16-127,코스닥,32960000000
A228670,레이,N35101.헬스케어 장비와 용품,"(13494) 경기 성남시 분당구 판교역로 221, 12층",코스닥,75045860500
A228760,지노믹트리,N35201.생물공학,(34027) 대전시 유성구 테크노10로 44-6,코스닥,592484325300
A228790,TIGER 화장품,,(04539) 서울시 중구 을지로5길 26,코스피,391578000000
A228800,TIGER 여행레저,,(04539) 서울시 중구 을지로5길 26,코스피,100058550000
A228810,TIGER 미디어컨텐츠,,(04539) 서울시 중구 을지로5길 26,코스피,119685750000
A228820,TIGER KTOP30,,(04539) 서울시 중구 을지로5길 26,코스피,10026000000
A228850,레이언스,N35101.헬스케어 장비와 용품,(18449) 경기 화성시 삼성1로1길 14,코스닥,89591475600
A229000,젠큐릭스,N35101.헬스케어 장비와 용품,"(08382) 서울시 구로구 디지털로 243, 15층 (1501-1514) (구로동,지하이시티)",코스닥,23934971610
A229200,KODEX 코스닥150,,"(04513) 서울시 중구 세종대로 55, 23층 삼성자산운용",코스피,1206144000000
A229640,LS에코에너지,N40201.다각화된 금융 서비스,"(25812) 강원 동해시 대동로 215, 2층",코스피,1153026694350
A229720,KODEX KTOP30,,"(04513) 서울시 중구 세종대로 55, 23층 삼성자산운용",코스피,11090000000
A230240,에치에프알,N45201.통신장비,"(13453) 경기 성남시 수정구 금토로80번길 40 (금토동,판교제2테크노밸리)",코스닥,212544730000
A230360,에코마케팅,N25401.미디어,"(05510) 서울시 송파구 올림픽로35다길 42, 10,15,24층 (신천동,한국루터회관)",코스닥,345326164120
A230480,KIWOOM 미국달러선물인버스2X,,"(07331) 서울시 영등포구 여의나루로4길 18, 15층 키움투자자산운용",코스피,10442300000
A230980,비유테크놀러지,N25401.미디어,"(46726) 부산시 강서구 명지국제2로28번길 34, 3층 318호 (명지동,에코팰리스)",코스닥,21370407553
A232080,TIGER 코스닥150,,(04539) 서울시 중구 을지로5길 26,코스피,232083000000
A232140,와이씨,N20106.기계,(13486) 경기 성남시 분당구 판교로255번길 28,코스닥,1078896352500
A232680,라온테크,N45301.반도체 및 반도체장비,(16648) 경기 수원시 권선구 산업로156번길 88-4,코스닥,94758809040
A232830,아이티센피엔에스,N45101.인터넷소프트웨어 및 서비스,"(13824) 경기 과천시 과천대로12길 117, J동 601호 (갈현동,과천펜타워)",코스닥,26400349360
A233160,TIGER 코스닥150 레버리지,,(04539) 서울시 중구 을지로5길 26,코스피,78887250000
A233740,KODEX 코스닥150레버리지,,"(04513) 서울시 중구 세종대로 55, 23층 삼성자산운용",코스피,1811245000000
A234030,싸이닉솔루션,N45300.반도체 및 반도체장비,"(13449) 경기 성남시 수정구 창업로 43, A동 707호 (시흥동,판교글로벌비즈센터)",코스닥,247380400000
A234080,JW생명과학,"N35200.제약, 생명공학 및 생명과학",(31720) 충남 당진시 송악읍 한진1길 28,코스피,237359964460
A234100,폴라리스세원,N25101.자동차 부품,(17746) 경기 평택시 산단로64번길 56,코스닥,75293002296
A234300,에스트래픽,N45100.소프트웨어 및 IT서비스,"(13453) 경기 성남시 수정구 금토로80번길 56, C동 (금토동,위든타워)",코스닥,99036319200
A234310,RISE V&S셀렉트밸류,,"(07325) 서울시 영등포구 여의대로 70, 25층",코스피,9637500000
A234340,헥토파이낸셜,N40202.소비자 금융,"(06220) 서울시 강남구 테헤란로34길 6, 9,10층",코스닥,228001105920
A234690,녹십자웰빙,N35202.제약,"(07335) 서울시 영등포구 여의대로 108, 33층",코스닥,171309463400
A234920,자이글,N25201.가정용 내구재,"(07531) 서울시 강서구 허준로 217, 11층 1114호 (가양동,가양테크노타운)",코스닥,71849132100
A235980,메드팩토,N35202.제약,"(06668) 서울시 서초구 명달로 92 (서초동,보림빌딩)",코스닥,241639603050
A236200,슈프리마,N45201.통신장비,"(13554) 경기 성남시 분당구 정자일로 248, 17층 5호",코스닥,232958463300
A236350,TIGER 인도니프티50레버리지(합성),,"(04539) 서울시 중구 을지로5길 26, 동관",코스피,34230400000
A236810,엔비티,N25401.미디어,(06041) 서울시 강남구 논현로145길 31,코스닥,43626844820
